NO,NAMA RUMAH,HARGA,Luas bangunan,Luas tanah,Kamar tidur,Kamar mandi,Kapasitas mobil dalam garasi
615,Rumah Kost Bisa Untuk Huni Di Tebet Barat Dalam Dekat Mt. Haryono,"0,0359","0,1289","0,0565","0,8750","0,2222","0,0000"
616,TEBET Rumah Lingkungan Nyaman dan Aman Dekat Taman,"0,0547","0,1289","0,0936","0,2500","0,2222","0,0000"
617,TEBET Rumah Brand New Depan Taman Jalan Dua Mobil Lebar,"0,0969","0,1759","0,0795","0,1250","0,2222","0,1111"
618,Menteng Dalam - Tebet Akses Jalan 2 Mobil Dekat Asisi,"0,0281","0,0818","0,0357","0,1250","0,2222","0,0000"
619,Tebet Rumah Brand New Akses Jalan 2 Mobil,"0,0547","0,1759","0,0312","0,3750","0,3333","0,1111"
620,"Dijual Cepet Rumah Siap Huni Tebet, Lokasi Nyaman, Strategis","0,0266","0,0348","0,0565","0,3750","0,1111","0,1111"
621,Dijual Rumah Minimalis Tebet Timur Lokasi Premium Bisa Untuk Kantor Jalan Raya,"0,1328","0,1759","0,1003","0,2500","0,2222","0,1111"
622,Rumah Siap huni 3 lantai dalam komplek Tebet,"0,0703","0,0790","0,0394","0,5000","0,3333","0,0000"
623,Dijual Rumah Tebet Area Komersil Lokasi Strategis Jalan Raya,"0,3438","0,6463","0,4131","0,7500","0,5556","0,5556"
624,Kebon Baru Rumah Nyaman Siap Huni,"0,0078","0,0536","0,0267","0,1250","0,1111","0,0000"
625,"Rumah Secondary tanah luas strategis asem baris Tebet, Jakarta selatan","0,0938","0,4111","0,2779","0,7500","0,5556","0,3333"
626,"Tebet rumah murah prime location, jakarta selatan","0,0391","0,1383","0,0862","0,3750","0,2222","0,1111"
627,Rumah brand new area Tebet Barat,"0,0617","0,1524","0,0416","0,3750","0,3333","0,1111"
628,Dijual Rumah Mewah Desain Modern Daerah Tebet,"0,4531","0,6933","0,3299","0,3750","0,4444","0,8889"
629,Dijual rumah baru di tebet jakarta selatan,"0,0153","0,0950","0,0134","0,2500","0,1111","0,1111"
630,BrandNew Siap Huni Parkir 3 Mobil Tebet Utara,"0,0859","0,1759","0,0527","0,1250","0,2222","0,2222"
631,"Rumah Tebet Dalam, Dekat Taman & Dekat Jln 2 Mobil","0,0391","0,1082","0,0713","0,1250","0,1111","0,1111"
632,Rumah Lama Terawat BU Tebet,"0,0125","0,0395","0,0267","0,1250","0,1111","0,0000"
633,Rumah Lama Terawat lokasi bagus dekat MT.Haryono,"0,1875","0,2700","0,1441","0,2500","0,3333","0,0000"
634,Tebet Rumah Lama Terawat,"0,0328","0,1524","0,0758","0,2500","0,2222","0,1111"
635,Brand New Rumah Strategi Soho Tebet,"0,0586","0,1101","0,0617","0,2500","0,3333","0,1111"
636,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0250","0,0913","0,0267","0,2500","0,1111","0,0000"
637,Dijual Rumah Komplek Gudang Peluru Hitung Tanah Lokasi Premium Tenang Jalan 2 Mobil,"0,0820","0,1289","0,1976","0,2500","0,2222","0,1111"
638,"Rumah Siap Huni Di Tebet, Jalan 1 Mobil Strategis","0,0313","0,0818","0,0602","0,1250","0,0000","0,0000"
639,KOMPLEK ELITE GUDANG PELURU - Rumah Besar Siap Huni,"0,0867","0,2700","0,1605","0,3750","0,3333","0,1111"
640,Rumah Asem Baris,"0,0625","0,2418","0,0713","0,6250","0,5556","0,0000"
641,Rumah Baru Lux Di Tebet Barat,"0,2344","0,4346","0,2051","0,2500","0,3333","0,2222"
642,Turun harga rumah di Tebet Jaksel,"0,3438","0,6463","0,4131","0,7500","0,5556","0,3333"
643,Dijual Rumah Tebet Timur Layak Huni Lokasi Premium Nyaman Jalan Lebar,"0,0953","0,1289","0,1568","0,5000","0,2222","0,2222"
644,Dijual Murah Rumah Hitung Tanah Tebet Timur Lokasi Strategis Jalan 1 Mobil,"0,0203","0,0762","0,0602","0,2500","0,1111","0,1111"
645,Dijual Rumah 2 Lantai Lokasi Strategis Siap Huni di Asembaris Tebet,"0,1016","0,4111","0,2779","0,5000","0,3333","0,3333"
646,Rumah tebet jakarta selatan,"0,0703","0,3264","0,1122","0,2500","0,3333","0,1111"
647,Rumah Bagus Minimalis Luas Dan Murah Di Asem Baris Tebet Jaksel,"0,0203","0,0818","0,0579","0,2500","0,2222","0,0000"
648,Dekat Stasiun Tebet Dan Jalan Mt Hariyono Dan RS.Umum,"0,2188","0,1637","0,2474","0,3750","0,3333","0,1111"
649,Dijual Rumah Tebet Brand New Lokasi Strategis Jalan 1 Mobil,"0,0391","0,0724","0,0267","0,1250","0,2222","0,1111"
650,Rumah tebet timur dalam jalan 2 mobil,"0,0766","0,0724","0,0394","0,1250","0,2222","0,2222"
651,Dijual Rumah Dengan Carport Luas di Tebet Barat,"0,4531","0,4111","0,4822","0,7500","0,3333","0,7778"
652,"Rumah Tebet Barat Dalam, Strategis","0,0297","0,0536","0,0617","0,3750","0,1111","0,0000"
653,Tebet Akses Jalan 2 Mobil Dekat Taman Cocok Untuk Hunian,"0,0781","0,2700","0,1233","0,3750","0,4444","0,1111"
654,RUMAH MEWAH CANTIK SIAP HUNI DI MENTENG DALAM TEBET JAKARTA SELATAN,"0,2656","0,1289","0,1464","0,3750","0,2222","0,2222"
655,Rumah siap huni 3 lantai di Tebet Jakarta Selatan,"0,0703","0,0790","0,0394","0,5000","0,3333","0,1111"
656,DIJUAL RUMAH di TEBET TIMUR Jakarta Selatan,"0,0422","0,2700","0,0936","0,2500","0,2222","0,0000"
657,Rumah Siap Huni Jalan Lebaaarrr Tebet Barat,"0,0820","0,0818","0,0713","0,1250","0,2222","0,1111"
658,"Rumah Murah Di Tebet Timur Dalam, Tebet Jakarta Selatan","0,0422","0,0818","0,0632","0,3750","0,2222","0,0000"
659,Rumah Mewah di Tebet Jakarta Selatan,"0,0984","0,2230","0,2013","0,3750","0,3333","0,5556"
660,"Rumah Cantik 2 Lantai, akses jalan 2 Mobil, di Tebet Timur","0,0930","0,0818","0,1010","0,2500","0,3333","0,1111"
661,Dijual Rumah Hook Baru Tebet Timur Jakarta Selatan Lokasi Aman Tidak Banjir Dekat Pasar PSPT,"0,0375","0,1195","0,0416","0,3750","0,5556","0,1111"
662,Dijual Rumah Baru Siap Huni di Tebet Barat,"0,0359","0,0536","0,0267","0,1250","0,2222","0,1111"
663,House In Dukuh Patra,"0,6406","0,5052","0,4235","0,1250","0,2222","0,1111"
664,"Dijual Rumah Lux Brandnew, Lokasi Strategis Dekat Ke Kokas","0,0891","0,3076","0,0565","0,2500","0,4444","0,1111"
665,Dijual Rumah Di Tebet,"0,1719","0,3170","0,1917","0,2500","0,3333","0,1111"
666,Rumah lama siap bangun di jalan 1 mobil Tebet Timur,"0,0211","0,0630","0,0565","0,2500","0,2222","0,0000"
667,"Tebet Rumah Lama Jalan 2 Mobil, Acces Mudah Ke Stasiun Kereta Dan Kulineran","0,0375","0,0348","0,0632","0,5000","0,3333","0,1111"
668,Rumah Minimalis Modern 2 Lantai Nan Mewah Dekat Mall Basurra City,"0,0313","0,1289","0,0713","0,3750","0,3333","0,1111"
669,Dijual Rumah Di Tebet,"0,0625","0,2493","0,0713","0,6250","0,5556","0,1111"
670,Dijual rumah siap huni di Tebet,"0,0469","0,1759","0,0743","0,5000","0,2222","0,1111"
671,Dijual rumah siap huni di Tebet,"0,0203","0,0414","0,0000","0,1250","0,1111","0,0000"
672,DIJUAL RUMAH DI TEBET,"0,0547","0,1571","0,0936","0,2500","0,3333","0,0000"
673,Dijual rumah di Tebet,"0,0531","0,1289","0,1048","0,6250","0,1111","0,1111"
674,Dijual rumah di Tebet Timur,"0,0547","0,0818","0,0929","0,1250","0,1111","0,0000"
675,Dijual Rumah Hitung Tanah Tebet Lokasi Strategis Nyaman Jalan 1 Mobil Lebar,"0,0281","0,0348","0,0565","0,1250","0,1111","0,1111"
676,Dijual Rumah Komplek Gudang Peluru Tebet Lokasi Premium Nyaman Jalan 1 Mobil,"0,0438","0,1082","0,1374","0,2500","0,2222","0,3333"
677,Dijual rumah di TEBET - BANGUNAN TERAWAT DAN KOKOH DI JALAN 3 MOBIL,"0,2188","0,3641","0,3128","0,3750","0,4444","0,4444"
678,Rumah Tanjung Duren,"0,0391","0,0677","0,0349","0,2500","0,1111","0,1111"
679,RUmah Bagus Pinggir Jalan Lokasi Strategis Di Tebet Jakarta Selatan,"0,0703","0,1007","0,1605","0,5000","0,2222","0,0000"
680,Dijual cepat murah BU rumah lama strategis di tebet jakarta selatan,"0,0297","0,0348","0,0632","0,1250","0,1111","0,1111"
681,Dijual cepat murah rumah lama strategis di tebet kuningan jakarta selatan,"0,0522","0,0348","0,0520","0,1250","0,1111","0,1111"
682,Rumah Besar di jual di Jalan Gatot Subroto Jakarta Selatan,"0,3750","0,2728","0,3574","1,0000","1,0000","0,5556"
683,Dijual Rumah Siap Huni 3 lantai di Tebet Jakarta Selatan,"0,0297","0,0818","0,0045","0,2500","0,3333","0,0000"
684,Dijual Rumah Minimalis di tebet timur area strategis,"0,0344","0,0818","0,0282","0,2500","0,3333","0,1111"
685,Rumah Murah Dan Strategis Dekat Mall Casablanca Di Tebet Dalam Jaksel,"0,0391","0,1383","0,0877","0,3750","0,1111","0,1111"
686,Rumah Mewah Modern di Tebet Barat Nego,"0,3750","0,4581","0,3202","0,2500","0,3333","0,2222"
687,Rumah daerah Tebet,"0,1016","0,1759","0,1939","0,1250","0,2222","0,1111"
688,Tebet Rumah Dekat Lapangan Bola Siap Huni,"0,0305","0,0677","0,0587","0,2500","0,2222","0,0000"
689,"5 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,1250","0,2700","0,1865","0,3750","0,4444","0,2222"
690,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0234","0,0536","0,0602","0,2500","0,1111","0,0000"
691,Brand New Minimalis Tebet Dengan Lokasi Strategis Dijual Cepat,"0,0328","0,1025","0,0267","0,2500","0,2222","0,1111"
692,Dijual cepat dan murah rumah lama strategis di Tebet Jakarta Selatan,"0,0391","0,1289","0,1315","0,2500","0,2222","0,1111"
693,"Dijual rumah di Tebet, Jakarta Selatan, bebas banjir, nyaman, dan aman","0,1719","0,3923","0,1917","0,2500","0,1111","0,0000"
694,Dijual Rumah Tebet Timur Lokasi Premium Cocok Untuk Usaha Jalan Lebar,"0,0938","0,2512","0,0988","0,6250","0,3333","0,1111"
695,"Dijual Rumah, Siap Huni,Strategis, Di Tebet Jakarta Selatan","0,0859","0,0800","0,0713","0,2500","0,2222","0,2222"
696,Rumah di tebet timur dalam,"0,0547","0,1289","0,0698","0,2500","0,2222","0,0000"
697,Rumah Tua Di Tebet Jalan Depan Dua Mobil,"0,0938","0,1101","0,1478","0,1250","0,1111","0,1111"
698,Tebet Rumah Tinggal,"0,0203","0,0724","0,0171","0,2500","0,2222","0,0000"
699,Dijual rumah di Tebet,"0,1211","0,1759","0,1085","0,3750","0,3333","0,1111"
700,Jual Rumah Mewah Siap Huni Strategis di Tebet Jakarta Selatan,"0,1219","0,3170","0,1308","0,3750","0,4444","0,2222"
701,Townhouse Bidakara,"0,1875","0,5052","0,1144","0,2500","0,4444","0,3333"
702,Tebet Dijual Rumah cantik 2 lantai semi furnished dan lay out nya bagus,"0,0953","0,2041","0,1389","0,3750","0,3333","0,2222"
703,"Rumah di depan taman di tebet utara, belakang pertokoan Elektronic city","0,0313","0,0715","0,0713","0,1250","0,2222","0,0000"
704,Dijual rumah Tebet 2 lantai. akses strategis,"0,0406","0,0818","0,0602","0,3750","0,2222","0,2222"
705,Rumah Mewah Tebet Utara Jakarta Selatan,"0,3281","0,5992","0,4198","0,3750","0,3333","1,0000"
706,"rumah area komersial, tebet raya, jakarta selatan","0,3281","0,2700","0,2927","0,5000","0,6667","0,3333"
707,"Rumah Tebet Barat Jakarta, Siap Huni","0,0391","0,0913","0,0475","0,2500","0,3333","0,1111"
708,Rumah Bagus siap huni akses 2 mobil daerah Tebet Jakarta Selatan,"0,1172","0,1712","0,1382","0,1250","0,4444","0,1111"
709,Dijual Rumah Mewah Lokasi Bagus di Tebet Jalan Lebar,"0,3750","0,4581","0,3202","0,3750","0,4444","0,1111"
710,"3 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0094","0,0818","0,0267","0,1250","0,1111","0,0000"
711,"Rumah 2 lantai di Jalan Sawo Kecik Raya, Bukit Duri, Tebet, Jakarta Selatan","0,0703","0,3396","0,1909","0,3750","0,3333","0,3333"
712,Rumah Bagus Cakep Dikawasan Elit Tebet Jaksel,"0,1094","0,1853","0,1872","0,3750","0,3333","0,1111"
713,Dijual Rumah Tinggal Siap Huni Di Tebet lokasi strategis dan premium di Jakarta Selatan,"0,1797","0,3923","0,1917","0,2500","0,1111","0,0000"
714,"Rumah Terawat Siap Huni Di Tebet, Jaksel","0,1016","0,2700","0,1233","0,2500","0,4444","0,0000"
715,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0313","0,2230","0,0416","0,2500","0,2222","0,0000"
716,Tebet Rumah Lama Dijalan Lebar Dengan Lokasi Strategis Jual Cepat,"0,2188","0,2230","0,1530","0,2500","0,2222","0,3333"
717,RUMAH TOWN HOUSE CANTIK TEBET,"0,0453","0,1477","0,0602","0,2500","0,3333","0,0000"
718,Dijual Rumah Hitung Tanah Tebet Lokasi Strategis Nyaman Jalan 2 Mobil,"0,0781","0,1383","0,1107","0,3750","0,2222","0,0000"
719,Dijual rumah di Tebet,"0,2656","0,1289","0,2942","0,3750","0,2222","0,1111"
720,Rumah Di Tebet,"0,0313","0,0818","0,0267","0,2500","0,4444","0,0000"
721,Brand New Minimalis Tebet Jalan Lebar Depan Taman Dijual Cepat,"0,0625","0,1101","0,0394","0,5000","0,4444","0,1111"
722,Dijual Rumah Cantik Kebon Baru Lokasi Strategis Nyaman Jalan 2 Mobil,"0,0234","0,0724","0,0602","0,2500","0,2222","0,0000"
723,"Rumah Tinggal Di Area Komersil Jl Tebet Raya, Strategis Dan Murah","0,3125","0,2700","0,3462","0,3750","0,3333","0,1111"
724,NEW TOWNHOUSE WITH PRIVATE POOL AT BIDAKARA TEBET JAKARTA SELATAN,"0,1797","0,5052","0,1144","0,2500","0,4444","0,3333"
725,Rumah Siap Huni Tebet Jalan 2 Mobil Dijual Cepat,"0,0313","0,0913","0,0639","0,2500","0,2222","0,0000"
726,Rumah Tebet Barat,"0,4531","0,4111","0,4822","0,6250","0,3333","0,7778"
727,Rumah bagus siap huni dengan lokasi strategis dekat dengan supomo dan casablanca di jalan 1 mobil,"0,0586","0,1289","0,0713","0,3750","0,4444","0,1111"
728,Rumah Termurah Akses Jalan 2 Mobil Luas Tanah 268 M Di Tebet Barat,"0,0922","0,3170","0,1590","0,3750","0,3333","0,2222"
729,For Sale Single House at Tebet & Condition Semi Furnished HSE-A0330,"0,1406","0,2230","0,2333","0,2500","0,3333","0,2222"
730,Rumah Bagus Dan Elite Di Kawasan Tebet Yang Pretigous,"0,0891","0,1759","0,0527","0,1250","0,2222","0,2222"
731,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0281","0,1289","0,0416","0,2500","0,2222","0,1111"
732,"5 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0313","0,1101","0,0602","0,3750","0,3333","0,2222"
733,Rumah Minimalis bagus Tebet Utara,"0,0484","0,1477","0,0416","0,2500","0,2222","0,1111"
734,Rumah Siap Huni Di Tebet Dalam Jakarta Selatan,"0,0391","0,0931","0,0706","0,2500","0,1111","0,1111"
735,"Dijual Rumah Mewah Full Furnish Di Tebet, Jakarta Selatan","0,5313","0,6933","0,4799","0,5000","0,6667","1,0000"
736,RumahKomersil di Tebet Timur Raya,"0,3281","0,6707","0,5364","0,2500","0,2222","0,3333"
737,Rumah modern semi klasik di Tebet,"0,4531","0,6933","0,3299","0,5000","0,5556","0,8889"
738,"Rumah Dekat Jalan Utama Bukitduri, Hanya 2 Rumah Dari Jalan Besar","0,0156","0,0611","0,0698","0,2500","0,2222","0,1111"
739,JUAL CEPAT RUMAH MEWAH CLASSIC MODERN BEBAS BANJIR LOKASI PREMIUM TEBET,"0,3750","0,4581","0,3202","0,3750","0,3333","0,3333"
740,"Dijual murah, hitung tanah, tebet timur dalam","0,1328","0,2982","0,2467","0,6250","0,3333","0,3333"
741,Dijual sangat murah rumah baru daerah tebet,"0,0563","0,1759","0,0721","0,3750","0,2222","0,3333"
742,Dijual cepat rumah Tebet timur jakarta selatan,"0,0781","0,0988","0,1241","0,3750","0,2222","0,1111"
743,"Brand New Minimalis 3 Lantai Tebet Dijual Cepat, Lokasi Strategis","0,0211","0,0913","0,0193","0,2500","0,2222","0,0000"
744,Dijual Rumah Tebet Barat Lokasi Strategis Nyaman Jalan 1 Mobil,"0,0250","0,0724","0,0223","0,1250","0,1111","0,0000"
745,Rumah Siap Huni Di Lokasi Premium Tebet Barat Dalam,"0,1250","0,2230","0,1731","0,2500","0,2222","0,0000"
746,Rumah Cantik Minimalis Tebet,"0,0250","0,0818","0,0267","0,1250","0,1111","0,0000"
747,"rumah tebet dalam, hoek, SHM","0,1719","0,3829","0,1605","0,3750","0,3333","0,0000"
748,Cluster Baru Minimalis Modern Jaya Mandala Tebet Jakarta Selatan,"0,2109","0,5052","0,1144","0,2500","0,3333","0,1111"
749,"Rumah di Kasablangka, Tebet, Menteng, Jakarta Selatan","0,0430","0,0602","0,0936","0,2500","0,3333","0,1111"
750,Rumah Mewah Murah Dalam Komplek Di Tebet,"0,0781","0,2465","0,1270","0,6250","0,4444","0,1111"
751,Rumah Standard Di Tebet Dalam Jakarta Selatan,"0,0656","0,2230","0,1530","0,6250","0,2222","0,0000"
752,Rumah Strategis Siap Huni Di Raya Tebet Jakarta Selatan,"0,0609","0,1759","0,1575","0,1250","0,1111","0,0000"
753,Rumah Tua Strategis Di Tebet Raya Jakarta Selatan,"0,2578","0,6463","0,4978","0,2500","0,1111","0,2222"
754,Rumah Mewah Hook Siap Huni Dan Terawat Di Gudang Peluru Tebet,"0,1547","0,5484","0,2779","0,3750","0,4444","0,5556"
755,Rumah Cantik Dan Luas Di Tebet Jakarta Selatan,"0,1250","0,2230","0,2481","0,2500","0,2222","0,0000"
756,Rumah Strategis Di Tebet Jakarta Selatan,"0,0859","0,0988","0,1241","0,3750","0,1111","0,0000"
757,Rumah di Tebet Jakarta Selatan,"0,3750","0,5052","0,7028","1,0000","1,0000","1,0000"
758,"5 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0781","0,2230","0,0713","0,3750","0,3333","0,1111"
759,Rumah Murah Tebet,"0,0359","0,0536","0,0267","0,2500","0,3333","0,0000"
760,Rumah di Tebet,"0,0625","0,3264","0,1122","0,1250","0,2222","0,0000"
761,"Rumah Tebet Barat Dalam, Jakarta Selatan, Lokasi Strategis","0,0391","0,0913","0,0475","0,2500","0,3333","0,1111"
762,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0313","0,0913","0,0267","0,2500","0,2222","0,0000"
763,Rumah Baru Hook Modern Minimalis Strategis Siap Huni Di Tebet Timur,"0,0359","0,1101","0,0416","0,2500","0,3333","0,1111"
764,"Rumah Di Tebet Timur Dalam, Jakarta Selatan, Siap Huni, Semi Furnished","0,0531","0,1759","0,0565","0,2500","0,2222","0,1111"
765,Rumah Asri Di Tebet Timur Tebet Jakarta Selatan,"0,0508","0,1289","0,0713","0,3750","0,2222","0,3333"
766,"Rumah Siap Huni Tebet Raya, Lingkungan Tenang nyaman, & Strategis","0,1563","0,1994","0,1865","0,3750","0,2222","0,0000"
767,Dijual rumah di tebet timur 2 lantai,"0,0313","0,0536","0,0267","0,2500","0,3333","0,0000"
768,Rumah Siap Huni Jalanan 3 Mobil Di Tebet,"0,1219","0,0818","0,1122","0,3750","0,1111","0,1111"
769,TERJUAL Tebet Rumah Siap Huni Jalan Dua Mobil 300 Meter dari Mt Haryono,"0,0703","0,2230","0,1441","0,3750","0,3333","0,2222"
770,"3 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0188","0,0913","0,0342","0,1250","0,1111","0,0000"
771,"5 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0781","0,1759","0,0862","0,3750","0,4444","0,2222"
772,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0938","0,2230","0,1382","0,2500","0,2222","0,3333"
773,"Rumah Bagus 2 Lantai, Bebas Banjir, Tenang Di Tebet, Jakarta Selatan","0,1484","0,4111","0,2162","0,5000","0,3333","0,1111"
774,"Rumah Mewah 2 Lt Design Apik di Tebet Barat, Jakarta Selatan","0,0781","0,2700","0,1159","0,3750","0,4444","0,0000"
775,Rumah Tebet Barat,"0,0438","0,0818","0,0565","0,1250","0,1111","0,0000"
776,"Rumah Murah Minimalis Di Tebet Timur, Tebet Jakarta Selatan","0,0703","0,1759","0,0639","0,3750","0,2222","0,0000"
777,"Dijual rumah murah dan cepat aja di Kebon Baru, Tebet","0,0234","0,1289","0,0505","0,2500","0,1111","0,0000"
778,"Rumah second bangunan kokoh dan terawat dalam komplek Gudang Peluru , Tebet , Jakarta Selatan","0,1016","0,3923","0,1753","0,3750","0,2222","0,1111"
779,Rumah Mewah di Menteng Dalam - Tebet,"0,0906","0,2935","0,0565","0,2500","0,4444","0,3333"
780,Rumah Mewah di Tebet,"0,1797","0,3923","0,1917","0,2500","0,2222","0,1111"
781,"Jl. Tebet Raya, Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810, Indonesia","0,1328","0,2230","0,2333","0,3750","0,3333","0,1111"
782,Dijual rumah Tebet Jakarta Selatan,"0,0781","0,0818","0,1085","0,3750","0,3333","0,1111"
783,Dijual Segera Rumah Tebet Timur Jakarta Selatan,"0,0391","0,1665","0,0565","0,3750","0,5556","0,1111"
784,Dijual rumah di Tebet,"0,1250","0,2700","0,1865","0,2500","0,3333","0,2222"
785,Dijual rumah siap huni di Tebet,"0,1094","0,2700","0,0921","0,7500","0,5556","0,1111"
786,Dijual rumah di tebet timur raya,"0,2969","0,3547","0,4502","0,8750","0,4444","0,4444"
787,"Rumah Brand New Posisi Depan Tama Di Tebet Barat, 3 Lantai","0,1359","0,3641","0,1441","0,3750","0,5556","0,0000"
788,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0500","0,1101","0,0490","0,2500","0,2222","0,1111"
789,Rumah tebet barat dalam,"0,1250","0,2700","0,1382","0,5000","0,3333","0,2222"
790,"Rumah Di Tebet,Lt270/375m,2 Lantai,Dkt Gatot Subroto","0,1203","0,2935","0,1568","0,3750","0,3333","0,3333"
791,Rumah Siap Huni Di Tebet Akses Mudah Dekat Ke Supomo Pancoran,"0,0391","0,1571","0,0713","0,3750","0,3333","0,1111"
792,Dekat Jalan Soepomo Dan Mall Kota Kasablanka. Fasilitas Terdekat Baik.,"0,3750","0,3170","0,6523","0,6250","0,4444","0,8889"
793,Rumah Second di Kebon Baru Tebet Jakarta Selatan,"0,1875","0,6933","0,2348","0,5000","0,4444","0,3333"
794,Town House di Tebet Jakarta Selatan,"0,0430","0,0536","0,0713","0,0000","0,1111","0,1111"
795,Good House Tebet,"0,1406","0,3641","0,5171","0,7500","0,5556","0,0000"
796,Rumah Bagus di Daerah Tebet,"0,0094","0,0160","0,0193","0,2500","0,2222","0,0000"
797,Tebet Rumah Mewah Minimalis 2 Lantai,"0,0547","0,2418","0,0684","0,3750","0,4444","0,2222"
798,"Rumah Di Tebet Dalam Akses 2 Mobil Besar, Jakarta Selatan","0,1953","0,1618","0,1501","0,1250","0,1111","0,1111"
799,"3 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0156","0,0348","0,0267","0,1250","0,1111","0,0000"
800,"Tebet Rumah Bagus Minimalis Modern, jakarta Selatan","0,1250","0,1392","0,1337","0,6250","0,4444","0,3333"
801,Rumah mewah baru minimalia di Tebet utara,"0,0750","0,2041","0,0862","0,3750","0,3333","0,1111"
802,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0344","0,0913","0,0602","0,2500","0,2222","0,0000"
803,"Rumah Kebon Baru, Tebet, Jakarta Selatan, Hoek, Lokasi Strategis","0,0219","0,0856","0,0691","0,1250","0,1111","0,0000"
804,Rumah Tebet Siap Huni Jalan 2 Mobil,"0,0898","0,2700","0,1159","0,2500","0,3333","0,1111"
805,"Tebet Rumah Classic, Jakarta Selatan","0,0219","0,0113","0,0349","0,0000","0,0000","0,1111"
806,Dijual Rumah Tebet Barat Lokasi Strategis Nyaman Jalan 1 Mobil,"0,0328","0,0818","0,0305","0,1250","0,2222","0,1111"
807,"Dijual Rumah Bangunan 2 Lantai di Tebet, Jakarta Selatan","0,4219","0,4111","0,4822","0,7500","0,3333","0,5556"
808,Dijual Rumah Di Tebet Jakarta Selatan 3 Kmr 150m2 Nyaman Harga Best,"0,0281","0,0818","0,0267","0,1250","0,2222","0,0000"
809,Rumah Lama Tebet Timur Dalam,"0,0219","0,0348","0,0565","0,2500","0,1111","0,0000"
810,"Rumah Minimalis Clasik Tebet Barat, Jakarta Selatan","0,0547","0,1769","0,0386","0,2500","0,2222","0,1111"
811,"Rumah, Bukit Duri Tebet Jakarta, Jalan 2mobil, 162m, Dekat Kokas, BU","0,0172","0,0931","0,0802","0,1250","0,2222","0,1111"
812,"Tebet Rumah siap huni, jalan lebar, lokasi ok","0,0750","0,1101","0,0646","0,2500","0,2222","0,1111"
813,"Tebet Rumah hitung tanah, jalan lebar","0,1297","0,3029","0,2467","0,5000","0,3333","0,3333"
814,Rumah Tebet Dijual Cepat Dengan Lokasi Strategis,"0,0156","0,0630","0,0342","0,1250","0,1111","0,0000"
815,"5 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,5313","0,3170","0,4056","0,3750","0,2222","0,3333"
816,"4 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0469","0,1289","0,0639","0,2500","0,2222","0,1111"
817,"8 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0859","0,1759","0,0936","0,7500","0,3333","0,0000"
818,"3 Bedrooms House Tebet, Jakarta Selatan, DKI Jakarta","0,0289","0,0913","0,0602","0,1250","0,1111","0,1111"
819,Dijual Rumah Minimalis 3 Lantai ada Kolam Renang di Tebet,"0,0906","0,2230","0,1085","0,3750","0,4444","0,3333"
820,Rumah Brand New Di Tebet Dekat Ke Jalan 3 Mobil Lt 112meter,"0,0391","0,0818","0,0431","0,1250","0,3333","0,0000"
821,Rumah Siap Huni @ Tebet,"0,0391","0,0913","0,0416","0,2500","0,3333","0,1111"
822,Rumah Mewah Bukit Duri,"0,1484","0,6933","0,2994","0,6250","0,4444","0,1111"
823,Rumah Mewah Harga Murah Siap Huni Akses Strategis Di Tebet Pancoran,"0,1797","0,3923","0,1917","0,5000","0,3333","0,3333"
824,Rumah Asem Baris Tebet,"0,0703","0,1900","0,1456","0,2500","0,2222","0,1111"
825,"Dijual rumah di komplek gudang peluru Tebet, Jakarta Selatan","0,0734","0,1759","0,0802","0,2500","0,3333","0,1111"
826,"Dijual Rumah di Tebet Barat, Jakarta Selatan ~ Lokasi Bagus Jalan Dua Mobil","0,3906","0,4581","0,3202","0,2500","0,2222","0,1111"
827,Rumah 2 lantai di Tebet Dalam,"0,0313","0,0254","0,0788","0,3750","0,3333","0,0000"
828,"Rumah Tebet Lokasi Strategis, Luas Pusat Bisnis. Dekat Kuningan","0,1328","0,3029","0,2422","0,3750","0,3333","0,1111"
829,Rumah Minimalis Di Tebet,"0,0430","0,0913","0,0416","0,1250","0,2222","0,1111"
